,record_type_code,responsibility_beginning_date,right_to_transact_business_code,secretary_of_state_sos_or_coa_file_number,sos_charter_date,sos_status_code,sos_status_date,taxpayer_address,taxpayer_city,taxpayer_county_code,taxpayer_name,taxpayer_number,taxpayer_organizational_type,taxpayer_state,taxpayer_zip,current_exempt_reason_code,exempt_begin_date,_621111
750,U,2023-03-23T00:00:00.000,A,0804982933,2023-03-23T00:00:00.000,A,2023-03-23T00:00:00.000,10838 FALL MILL DR,HOUSTON,101,"SELENI HERNANDEZ PHOTOGRAPHY, LLC",32089019486,CL,TX,77075,,,
751,U,2016-08-05T00:00:00.000,A,0802514941,2016-08-05T00:00:00.000,A,2016-08-05T00:00:00.000,8700 COMMERCE PARK DR STE 142,HOUSTON,101,PARAMOUNT CARE STAFFING SOLUTIONS LLC,32061230374,CL,TX,77036,,,
752,U,2020-08-20T00:00:00.000,A,0803731215,2020-08-20T00:00:00.000,A,2020-08-20T00:00:00.000,203 ABBEY LN,FARMERSVILLE,43,REGAL ELECTRICAL SYSTEMS LLC,32075580459,CL,TX,75442,,,
753,U ,2002-03-18T00:00:00.000,A ,0800065344 ,2002-03-18T00:00:00.000,A ,2002-03-18T00:00:00.000,3995 WALDEN RD ,BEAUMONT ,123,"RAS HOSPITALITY, INC. ",10106531634 ,CT ,TX ,77705 ,  ,,721110 
754,U ,2002-03-26T00:00:00.000,A ,0800068274 ,2002-03-26T00:00:00.000,A ,2002-03-26T00:00:00.000,9037 LARSTON ST ,HOUSTON ,101,"K3DES, LLC ",10106531709 ,CL ,TX ,77055 ,  ,,541519 
755,V,2022-01-21T00:00:00.000,A,0804412163,2022-01-21T00:00:00.000,A,2022-01-21T00:00:00.000,7670 WOODWAY DR STE 230,HOUSTON,101,"NEW HEIGHT ENERGY HOLDINGS, LLC",32082878987,CI,TX,77063,,,551114
756,U ,2002-04-03T00:00:00.000,A ,0800070931 ,2002-04-03T00:00:00.000,A ,2002-04-03T00:00:00.000,2000 HOLLEY PKWY APT 2626 ,ROANOKE ,61,"CENSUM GROUP, LLC ",10106533101 ,CL ,TX ,76262 ,  ,,541000 
757,U,2020-07-17T00:00:00.000,A,0803687036,2020-07-17T00:00:00.000,A,2020-07-17T00:00:00.000,803 DOGWOOD LN,FREDERICKSBRG,86,AUSTIN 802 HAUS LLC,32075064694,CL,TX,78624,,,
758,U,2018-05-15T00:00:00.000,A,0803017996,2018-05-15T00:00:00.000,A,2018-05-15T00:00:00.000,5812 CROMO DR,EL PASO,71,"DEDEFFORT GROUP, LLC",32067184757,CL,TX,79912,,,551112
759,U,2016-03-24T00:00:00.000,A,0802421563,2016-03-24T00:00:00.000,R,2019-03-27T00:00:00.000,12440 EMILY CT STE 404,SUGAR LAND,79,NNZR ENTERPRISES INC,32060003350,CT,TX,77478,,,
760,U ,2002-03-29T00:00:00.000,A ,0800069306 ,2002-03-29T00:00:00.000,A ,2002-03-29T00:00:00.000,PO BOX 809 ,MCKINNEY ,43,"BKC CONSULTING, L.L.C. ",10106542300 ,CL ,TX ,75070 ,  ,,  
761,U,2021-06-09T00:00:00.000,A,0804102839,2021-06-09T00:00:00.000,A,2021-06-09T00:00:00.000,4418 INDIAN RIVER AVE,LAREDO,240,GEORGE'S COLLECTION LLC,32079631514,CL,TX,78045,,,
762,U,2016-12-15T00:00:00.000,A,0802604370,2016-12-15T00:00:00.000,A,2016-12-15T00:00:00.000,12212 BRIGADOON LN APT 136,AUSTIN,227,"BAGR TACTICAL, LLC",32062323111,CL,TX,78727,,,
763,U,2019-12-21T00:00:00.000,A,0803499589,2019-12-21T00:00:00.000,A,2019-12-21T00:00:00.000,319 E COURTLAND PL,SAN ANTONIO,15,"USAFAMT, LLC",32072870861,CL,TX,78212,,,
764,U ,2008-01-01T00:00:00.000,A ,0015039310 ,2001-04-16T00:00:00.000,A ,2001-04-16T00:00:00.000,2714 E MILE 4 RD OFC 27 ,MISSION ,108,EDWARD J. COOGAN FAMILY LIMITED PARTNERSHIP ,10106545253 ,PL ,TX ,78573 ,  ,,  
765,X,2017-01-01T00:00:00.000,A,,,,,400 ST-CROIX WEST #100,MONTREAL,0,SEANSEY INVESTMENTS INC.,32068267957,CF,,,,,
766,U,2023-03-24T00:00:00.000,A,0804986973,2023-03-24T00:00:00.000,A,2023-03-24T00:00:00.000,10510 MONTWOOD DR STE B,EL PASO,71,"VALLEY DENTAL CARE, PLLC",32089055399,CL,TX,79935,,,
767,U,2009-02-27T00:00:00.000,A,0801084892,2009-02-27T00:00:00.000,A,2009-02-27T00:00:00.000,1713 DONETTO DR,LEANDER,246,HP SOFTWARE SOLUTIONS LLC,32038863802,CL,TX,78641,,,
768,V,2021-11-23T00:00:00.000,N,0804324517,2021-11-23T00:00:00.000,F,2023-03-10T00:00:00.000,401 HEMPHILL ST APT 245,FORT WORTH,220,SMOKY MOUNTAIN SOFT WASH LLC,32082024962,CI,TX,76104,,,
769,U ,2002-04-03T00:00:00.000,A ,0800070559 ,2002-04-03T00:00:00.000,A ,2002-04-03T00:00:00.000,2211 NORFOLK ST STE 810 ,HOUSTON ,101,"MHA OF GREATER HOUSTON FOUNDATION, INC. ",10106549842 ,CN ,TX ,77098 ,19 ,2002-04-03T00:00:00.000,541000 
770,U ,2002-04-04T00:00:00.000,A ,0800071123 ,2002-04-04T00:00:00.000,A ,2002-04-04T00:00:00.000,117 S PLANT AVE ,BOERNE ,130,"MELLAND & ASSOCIATES, INC. ",10106549933 ,CT ,TX ,78006 ,  ,,812320 
771,X,2015-05-01T00:00:00.000,N,,,,,3447 JOHNETTE ST,SHREVEPORT,0,TYLER SEAFOOD EATERY INC,32057130281,CF,LA,71105,,,
772,V,2022-06-28T00:00:00.000,A,0804627291,2022-06-28T00:00:00.000,A,2022-06-28T00:00:00.000,213 HACIENDAS DR,WEATHERFORD,184,"ROCKN5N PERFORMANCE HORSES, LLC",32085247073,CI,TX,76087,,,
773,U ,2002-03-26T00:00:00.000,A ,0800068784 ,2002-03-26T00:00:00.000,A ,2002-03-26T00:00:00.000,1819 SAINT JAMES PL ,HOUSTON ,101,BLUE YONDER AIRWAYS LLC ,10106551285 ,CL ,TX ,77056 ,  ,,532411 
774,V,2020-03-19T00:00:00.000,A,0803578124,2020-03-19T00:00:00.000,A,2020-03-19T00:00:00.000,7402 E 90TH ST,INDIANAPOLIS,0,"BOTTLELESS WATER SOLUTIONS, LLC",32073791074,CI,IN,46256,,,
775,U ,2002-04-02T00:00:00.000,A ,0800070669 ,2002-04-02T00:00:00.000,R ,2004-11-09T00:00:00.000,5325 KATY FWY STE 1 ,HOUSTON ,101,"1925 MANAGEMENT, L.L.C. ",10106556573 ,CL ,TX ,77007 ,  ,,  
776,U ,2002-04-03T00:00:00.000,A ,0800070812 ,2002-04-03T00:00:00.000,R ,2010-12-15T00:00:00.000,PO BOX 7316 ,ROUND ROCK ,246,"SAFESURF, INC. ",10106557324 ,CT ,TX ,78683 ,  ,,453998 
777,U ,2002-03-25T00:00:00.000,A ,0800070027 ,2002-03-25T00:00:00.000,A ,2002-03-25T00:00:00.000,2308 HUMBLE AVE ,MIDLAND ,165,"CONTROLLED AIR SPACE, LC ",10106559320 ,CL ,TX ,79705 ,  ,,532000 
778,X,2017-01-31T00:00:00.000,N,,,,,1717 MAIN ST STE 2000,DALLAS,57,2015-3 IH2 BORROWER LP,32067248925,PF,TX,75201,,,
779,U ,2008-01-01T00:00:00.000,A ,0800075189 ,2002-04-08T00:00:00.000,A ,2002-04-08T00:00:00.000,1601 PRECINCT LINE RD ,HURST ,220,"B_RETT BISTRO, L.P. ",10106572356 ,PL ,TX ,76054 ,  ,,  
780,U,2018-05-22T00:00:00.000,A,0803023412,2018-05-22T00:00:00.000,A,2018-05-22T00:00:00.000,5921 LOVELL AVE STE A,FORT WORTH,220,"IDEAL MARKETING, LLC",32067260383,CL,TX,76107,,,
781,U ,2002-04-01T00:00:00.000,"A
",0800070087 ,2002-04-01T00:00:00.000,A ,2002-04-01T00:00:00.000,420 BEEKMAN CREEK RD ,PIPE CREEK ,10,"HENDRICKS-MADRONA SPRINGS RANCH MANAGEMENT, L.L.C. ",10106573206 ,CL ,TX ,78063 ,  ,,112111 
782,U ,2002-03-20T00:00:00.000,A ,0800066273 ,2002-03-20T00:00:00.000,A ,2002-03-20T00:00:00.000,2322 LAKEVIEW DR ,AMARILLO ,188,"RICO AVIATION, LLC ",10106575003 ,CL ,TX ,79109 ,  ,,  
783,U,2005-01-20T00:00:00.000,A,0800442585,2005-01-20T00:00:00.000,R,2012-08-07T00:00:00.000,8206 GANTTCREST DR,AUSTIN,227,"TOMMY L. HAYDON ENTERPRISES, INC.",32016580907,CT,TX,78749,,,
784,U ,2002-03-01T00:00:00.000,A ,0800060180 ,2002-03-01T00:00:00.000,A ,2002-03-01T00:00:00.000,4924 WHITE SETTLEMENT RD ,FORT WORTH ,220,"SOFIAN, INC. ",10106576951 ,CT ,TX ,76114 ,  ,,447110 
785,X ,2008-01-01T00:00:00.000,A ,  ,,  ,,5555 BRIDLEWOOD BLVD ,FLOWER MOUND ,61,CLAYTON DOWNING MIDDLE SCHOOL PTA ,10106583676 ,AR ,TX ,75028 ,07 ,2008-01-01T00:00:00.000,  
786,U,2022-06-28T00:00:00.000,A,0804626848,2022-06-28T00:00:00.000,A,2022-06-28T00:00:00.000,5701 4TH ST UNIT 81,KATY,101,100K PROMOTIONS LLC,32085248972,CL,TX,77492,,,
787,U,2010-05-10T00:00:00.000,A,0801267345,2010-05-10T00:00:00.000,A,2010-05-10T00:00:00.000,19506 FLAIR OAK,SAN ANTONIO,15,"AHANI ENTERPRISES, LLC",32041827190,CL,TX,78258,,,
788,V,2016-12-22T00:00:00.000,A,0802610946,2016-12-22T00:00:00.000,A,2016-12-22T00:00:00.000,12820 HIGHWAY 105 W,CONROE,170,"KINGDOM INVESTMENT HOLDINGS, LLC",32062401859,CI,TX,77304,,,
789,U ,2002-04-03T00:00:00.000,A ,0800070763 ,2002-04-03T00:00:00.000,A ,2002-04-03T00:00:00.000,5905 LEVI RD # 13 ,SPRING ,101,HAFER ROAD HOLDING COMPANY ,10106589590 ,CT ,TX ,77389 ,  ,,551112 
790,U,2019-10-03T00:00:00.000,A,0803443026,2019-10-03T00:00:00.000,A,2019-10-03T00:00:00.000,7011 HARWIN DR STE 196,HOUSTON,101,TRINITY LIVING PROVIDER SERVICES LLC,32072203527,CL,TX,77036,,,
791,U,2021-08-09T00:00:00.000,A,0804183654,2021-08-09T00:00:00.000,A,2021-08-09T00:00:00.000,8801 LOCKWAY ST,SAN ANTONIO,15,KWIK-E ON THE STRIP LLC,32080509626,CL,TX,78217,,,
792,U,2008-07-16T00:00:00.000,A,0801004663,2008-07-16T00:00:00.000,A,2008-07-16T00:00:00.000,1841 S LAKELINE BLVD STE 101,CEDAR PARK,246,"HN INTERNATIONAL, INC.",32037524140,CT,TX,78613,,,541990
793,V,2021-04-01T00:00:00.000,A,0804435929,2022-02-16T00:00:00.000,A,2022-02-16T00:00:00.000,2700 N PLAZA DR,RAPID CITY,0,MIDWEST BUSINESS SOLUTIONS LLC,32083222847,CI,SD,57702,,,561499
794,X,2021-08-10T00:00:00.000,A,,,,,3006 COUNTY ROAD 204,CENTERVILLE,145,LEROY MURRAY AND CLAUDIA MURRAY,32080350609,PI,TX,75833,,,
795,U,2022-05-04T00:00:00.000,A,0804552270,2022-05-04T00:00:00.000,A,2022-05-04T00:00:00.000,1107 EDGEWOOD DR,GREENVILLE,116,GREENVILLE RENTAL INVESTMENTS LLC,32084426835,CL,TX,75402,,,
796,U,2016-02-03T00:00:00.000,A,0802384522,2016-02-03T00:00:00.000,A,2016-02-03T00:00:00.000,800 TOWN AND COUNTRY BLVD STE 300,HOUSTON,101,"STRYKER STAFFING, LLC",32059485337,CL,TX,77024,,,
797,U,2022-03-01T00:00:00.000,A,0804479068,2022-03-01T00:00:00.000,A,2022-03-01T00:00:00.000,129 STARBOARD LN,KYLE,105,LOFTIN ASSISTING LLC,32083486723,CL,TX,78640,,,
798,U,1980-04-28T00:00:00.000,A,0090482102,1980-04-28T00:00:00.000,A,1980-04-28T00:00:00.000,PO BOX 4197,BEAUMONT,123,"WALTER UMPHREY, P.C.",17421058516,CP,TX,77704,,,541110
799,U,2020-12-02T00:00:00.000,A,0803849167,2020-12-02T00:00:00.000,A,2020-12-02T00:00:00.000,320 N 15TH AVE,MUNDAY,138,"N4115Y, LLC",32076850471,CL,TX,76371,,,
800,U,2008-01-01T00:00:00.000,A,0080129603,1972-11-01T00:00:00.000,A,1972-11-01T00:00:00.000,12319 N MOPAC EXPY STE 300,AUSTIN,227,AUSTIN OTOLOGY ASSOCIATES,32036057605,AP,TX,78758,,,
801,U,2021-06-02T00:00:00.000,A,0804093078,2021-06-02T00:00:00.000,A,2021-06-02T00:00:00.000,12406 NECTAR CT,HOUSTON,101,"NEW SHINY, LLC",32079540087,CL,TX,77082,,,
802,U ,2002-03-22T00:00:00.000,A ,0800068998 ,2002-03-22T00:00:00.000,A ,2002-03-22T00:00:00.000,211 E 7TH ST STE 620 ,AUSTIN ,227,"IAPG HOUSTON, INC. ",10106629107 ,CN ,TX ,78701 ,19 ,2002-03-22T00:00:00.000,  
803,U,2019-08-19T00:00:00.000,D,0803402164,2019-08-19T00:00:00.000,A,2019-08-19T00:00:00.000,331 THE HILLS DR,THE HILLS,227,143 INDUSTRIES LLC,32071717196,CL,TX,78738,,,711510
804,V,2015-01-20T00:00:00.000,N,0802116484,2014-12-08T00:00:00.000,Y,2023-03-27T00:00:00.000,PO BOX 1036,COLUMBIA,0,"PRIMARIS HOLDINGS, INC.",32055867769,CF,MO,65205,,,622110
805,U ,2002-03-28T00:00:00.000,A ,0800069582 ,2002-03-28T00:00:00.000,R ,2008-09-02T00:00:00.000,3901 W PARKER RD STE 810 ,PLANO ,43,SAMPLE TECH INC. ,10106635930 ,CT ,TX ,75023 ,  ,,453000 
806,U ,2002-03-25T00:00:00.000,A ,0800070423 ,2002-03-25T00:00:00.000,A ,2002-03-25T00:00:00.000,2602 KARBACH ST ,HOUSTON ,101,"KO & SONS, LLC ",10106636755 ,CL ,TX ,77092 ,  ,,531390 
807,U,2012-10-31T00:00:00.000,A,0801676636,2012-10-31T00:00:00.000,A,2012-10-31T00:00:00.000,9600 BELLAIRE BLVD STE 207,HOUSTON,101,"PHAN CPA, LLC",32049374518,CL,TX,77036,,,
808,U ,2002-03-28T00:00:00.000,A ,0800071382 ,2002-03-28T00:00:00.000,A ,2002-03-28T00:00:00.000,901 SPRUCE ST ,TEXARKANA ,19,SWIFT CLEANING LLC ,10106638223 ,CL ,TX ,75501 ,  ,,561000 
809,U ,2002-04-11T00:00:00.000,A ,0800073412 ,2002-04-11T00:00:00.000,A ,2002-04-11T00:00:00.000,12770 COIT RD STE 970 ,DALLAS ,57,"RJA HOME INVESTORS, LLC ",10106640153 ,CL ,TX ,75251 ,  ,,531190 
810,U,2022-05-10T00:00:00.000,A,0804558900,2022-05-10T00:00:00.000,A,2022-05-10T00:00:00.000,9711 S MASON RD STE 125-668,RICHMOND,79,VYRSLO LLC,32084533358,CL,TX,77407,,,
811,U,2017-07-31T00:00:00.000,A,0802780698,2017-07-31T00:00:00.000,A,2017-07-31T00:00:00.000,655 COUNTY ROAD 221,STEPHENVILLE,72,"4 SISTERS WRECKING CREW, INC.",32064452330,CT,TX,76401,,,
812,U,2022-01-14T00:00:00.000,A,0804402538,2022-01-14T00:00:00.000,A,2022-01-14T00:00:00.000,5000 GATTIS SCHOOL RD STE 100-167,HUTTO,246,"CJSR & ASSOCIATES, LLC",32082782130,CL,TX,78634,,,
813,U ,2002-03-27T00:00:00.000,A ,0800070325 ,2002-03-27T00:00:00.000,A ,2002-03-27T00:00:00.000,13139 BELLINGHAM DR ,FRISCO ,43,SHINNING U.S. CORPORATION ,10106651408 ,CT ,TX ,75035 ,  ,,420000 
814,U,2022-01-19T00:00:00.000,A,0804394897,2022-01-19T00:00:00.000,A,2022-01-19T00:00:00.000,PO BOX 1401,SPRING,101,"BRYANT WEALTH PROPERTIES, LLC",32082795009,CL,TX,77383,,,
815,X ,2008-01-01T00:00:00.000,A ,  ,,  ,,PO BOX 3245 ,LANCASTER ,0,US BOILER COMPANY INC ,10106658809 ,CF ,PA ,17604 ,  ,,  
816,U,2016-07-25T00:00:00.000,A,0802507404,2016-07-25T00:00:00.000,A,2016-07-25T00:00:00.000,5500 EL CAMPO AVE,FORT WORTH,220,AOSLAUGHTER LLC,32061114735,CL,TX,76107,,,
817,U,2018-08-08T00:00:00.000,A,0803086769,2018-08-08T00:00:00.000,A,2018-08-08T00:00:00.000,620 SUNFLOWER AVE,ARGYLE,61,ATKINS' TERRITORY LLC,32068024473,CL,TX,76226,,,
818,V,2006-08-07T00:00:00.000,A,0802344317,2015-11-24T00:00:00.000,A,2015-11-24T00:00:00.000,529 PLEASANT ST,ATTLEBORO,0,KAVLICO CORPORATION,19522527001,CF,MA,02703,,,
819,U ,2003-09-22T00:00:00.000,A ,0800250179 ,2003-09-22T00:00:00.000,A ,2003-09-22T00:00:00.000,1805 BURR OAK ST ,ARLINGTON ,220,"ACCOUNTABILITY PLUS, INC. ",10106662629 ,CT ,TX ,76012 ,  ,,  
820,V,2013-01-22T00:00:00.000,A,0801720566,2013-01-22T00:00:00.000,A,2013-01-22T00:00:00.000,2770 MAIN ST STE 287,FRISCO,61,1WEEE SERVICES CORP.,32049992897,CF,TX,75033,,,
821,U,2022-01-14T00:00:00.000,A,0804388955,2022-01-14T00:00:00.000,A,2022-01-14T00:00:00.000,4201 MEDICAL DR STE 300,SAN ANTONIO,15,"MARCUS LIZZETH, LLC",32082730634,CL,TX,78229,,,
822,V ,2002-05-01T00:00:00.000,A ,0800134373 ,2002-10-15T00:00:00.000,A ,2002-10-15T00:00:00.000,550 W VAN BUREN ST STE 1700 ,CHICAGO ,0,HURON CONSULTING SERVICES LLC ,10106664534 ,CI ,IL ,60607 ,  ,,541611 
823,U ,2002-04-09T00:00:00.000,A ,0800072509 ,2002-04-09T00:00:00.000,A ,2002-04-09T00:00:00.000,5855 SOVEREIGN DR STE A ,HOUSTON ,101,"HONG KONG'S CAFE, CORP. ",10106668154 ,CT ,TX ,77036 ,  ,,"722000
"
824,U,2019-10-30T00:00:00.000,A,0803459910,2019-10-30T00:00:00.000,A,2019-10-30T00:00:00.000,1100 S PECAN ST,KOUNTZE,100,"JACOB Z. WHEELER, ATTORNEY AT LAW, PLLC",32072401519,CL,TX,77625,,,
825,X ,2008-01-01T00:00:00.000,N ,  ,,  ,,40502 SPRINGFIELD LN ,MAGNOLIA ,170,"HSE SOLUTION, INC ",10106671067 ,CF ,TX ,77354 ,  ,,  
826,U,2002-03-25T00:00:00.000,A,0800070083,2002-03-25T00:00:00.000,A,2002-03-25T00:00:00.000,6708 STONY HILL RD,MCKINNEY,43,"DATA VIEW INVESTORS, LLC",11616181316,CL,TX,75072,,,523000
827,U ,2002-03-14T00:00:00.000,A ,0800064445 ,2002-03-14T00:00:00.000,R ,2010-02-01T00:00:00.000,3523 MCKINNEY AVE # 396 ,DALLAS ,57,UNION CATHEDRAL ,10106676074 ,CN ,TX ,75204 ,74 ,2002-03-14T00:00:00.000,  
828,U,2018-01-08T00:00:00.000,A,0802905861,2018-01-08T00:00:00.000,A,2018-01-08T00:00:00.000,815 BRAZOS ST STE 500,AUSTIN,227,ROCK RIVER CHURCH INC.,32065914726,CN,TX,78701,19,2018-01-08T00:00:00.000,
829,U ,2003-03-17T00:00:00.000,A ,0800185291 ,2003-03-17T00:00:00.000,A ,2003-03-17T00:00:00.000,5805 CLINT LN ,BEAUMONT ,123,GOD'S STANDARD HOLINESS CHURCH MINISTRIES ,10106678856 ,CN ,TX ,77713 ,74 ,2003-03-17T00:00:00.000,  
830,V ,2004-09-08T00:00:00.000,A ,0800387130 ,2004-09-08T00:00:00.000,A ,2004-09-08T00:00:00.000,PO BOX 6987 ,TEXARKANA ,19,"DANIEL WELDING AND FABRICATION, INC. ",10106679896 ,CF ,TX ,75505 ,  ,,"
332999 "
831,U ,2008-01-01T00:00:00.000,A ,0800066509 ,2002-03-20T00:00:00.000,R ,2014-06-04T00:00:00.000,5944 LUTHER LN STE 460 ,DALLAS ,57,"SKINWITHIN SERVICES, LTD. ",10106680951 ,PL ,TX ,75225 ,  ,,  
832,U,2014-03-03T00:00:00.000,A,0801944256,2014-03-03T00:00:00.000,A,2014-03-03T00:00:00.000,3831 TURTLE CREEK BLVD APT 5B,DALLAS,57,MARKET RAVEN LLC,32053368059,CL,TX,75219,,,
833,X,2008-01-01T00:00:00.000,A,,,,,1819 E SOUTHERN AVE STE B10,MESA,0,"CLOVERLAND INVESTORS, LLLP",32051216607,PF,AZ,85204,,,
834,U,2018-05-16T00:00:00.000,A,0803017063,2018-05-16T00:00:00.000,A,2018-05-16T00:00:00.000,2930 GRAND OAKS LOOP APT 2801,CEDAR PARK,227,"HOMEREADY REMODEL CORP, LLC",32067191273,CL,TX,78613,,,
835,U,2022-03-01T00:00:00.000,A,0804454786,2022-03-01T00:00:00.000,A,2022-03-01T00:00:00.000,3121 MID LN,HOUSTON,101,MAKAZON LLC,32083478308,CL,TX,77027,,,
836,U ,2002-04-12T00:00:00.000,A ,0800073603 ,2002-04-12T00:00:00.000,A ,2002-04-12T00:00:00.000,5421 ALPHA RD STE 200 ,DALLAS ,57,"COUNTRY WAY APARTMENTS GP, L.L.C. ",10106692063 ,CL ,TX ,75240 ,  ,,"
531110 "
837,U ,2002-04-12T00:00:00.000,A ,0800073604 ,2002-04-12T00:00:00.000,A ,2002-04-12T00:00:00.000,5421 ALPHA RD STE 200 ,DALLAS ,57,"ZIDELL SELF STORAGE COMPANY GP, L.L.C. ",10106693004 ,CL ,TX ,75240 ,  ,,  
838,U,2021-08-03T00:00:00.000,A,0804176232,2021-08-03T00:00:00.000,A,2021-08-03T00:00:00.000,5739 J B ARRINGTON RD,ORANGE,181,"OAKWOOD PROPERTY MANAGEMENT AND DEVELOPMENT, LLC",32080424735,CL,TX,77630,,,
839,U,2018-11-08T00:00:00.000,A,0803160908,2018-11-08T00:00:00.000,A,2018-11-08T00:00:00.000,8850 CROCKETT DR,LANTANA,61,WALKER64 CONSULTING LLC,32068888273,CL,TX,76226,,,
840,U ,2002-04-09T00:00:00.000,A ,0800072254 ,2002-04-09T00:00:00.000,R ,2007-06-14T00:00:00.000,5924 E BELKNAP ST ,FORT WORTH ,220,J W AUTO SALES LLC. ,10106701955 ,CL ,TX ,76117 ,  ,,441120 
841,U,2014-04-28T00:00:00.000,A,0801983240,2014-04-28T00:00:00.000,R,2019-08-12T00:00:00.000,PO BOX 1170,FRISCO,43,"MATALEX COMMERCIAL SOLUTIONS, LLC",32053937382,CL,TX,75034,,,561720
842,U ,2002-04-11T00:00:00.000,A ,0800075604 ,2002-04-11T00:00:00.000,A ,2002-04-11T00:00:00.000,3700 KINROSS CT ,FLOWER MOUND ,61,"TX SDI, L.L.C. ",10106706848 ,CL ,TX ,75028 ,  ,,  
843,U,2018-03-10T00:00:00.000,A,0802958496,2018-03-10T00:00:00.000,R,2021-06-02T00:00:00.000,5313 MIRAGE DR,FORT WORTH,220,NILE TRUCKING LLC,32066495907,CL,TX,76244,,,
844,U ,2002-04-10T00:00:00.000,A ,0800075368 ,2002-04-10T00:00:00.000,A ,2002-04-10T00:00:00.000,7512 STONEY POINT DR ,PLANO ,43,NAVAKSH LLC ,10106710816 ,CL ,TX ,75025 ,  ,,445299 
845,U,2021-04-12T00:00:00.000,A,0804016558,2021-04-12T00:00:00.000,A,2021-04-12T00:00:00.000,5251 W HIGHWAY 290 APT 1,DRIPPING SPGS,105,S&H ELECTRICAL SERVICE LLC,32078693028,CL,TX,78620,,,
846,U ,2002-02-22T00:00:00.000,A ,0800061473 ,2002-02-22T00:00:00.000,R ,2007-12-28T00:00:00.000,2118 WEMBLEY WAY ,ROSENBERG ,79,RCD SYSTEMS LLC ,10106713208 ,CL ,TX ,77471 ,  ,,238210 
847,U,2016-12-13T00:00:00.000,A,0802602682,2016-12-13T00:00:00.000,A,2016-12-13T00:00:00.000,PO BOX 6789,BEAUMONT,123,"ESPREE JOHNSON ENTERPRISES, LLC",32062296549,CL,TX,77725,,,
848,U ,2002-04-22T00:00:00.000,A ,0800076907 ,2002-04-22T00:00:00.000,A ,2002-04-22T00:00:00.000,1803 NORMANDY DR ,RICHARDSON ,57,"IVY INTERNATIONAL EDUCATION CENTER, INC. ",10106719288 ,CT ,TX ,75082 ,  ,,611000 
849,U ,2002-12-23T00:00:00.000,A ,0800156390 ,2002-12-23T00:00:00.000,A ,2002-12-23T00:00:00.000,6622 E HILL DR ,AUSTIN ,227,"HOT SPRINGS HEALING CENTERS, L.L.C. ",10106720807 ,CL ,TX ,78731 ,  ,,  
850,V ,2002-06-01T00:00:00.000,N ,0800204324 ,2003-05-14T00:00:00.000,F ,2014-02-21T00:00:00.000,639 SHADY HOLLOW ST ,HOUSTON ,101,"RAY CHILDRESS ACQUISITION III, LLC ",10106722597 ,CI ,TX ,77056 ,  ,," 
"
851,U,2022-11-03T00:00:00.000,A,0804795352,2022-11-03T00:00:00.000,A,2022-11-03T00:00:00.000,152 PINEWOOD AVE,RED OAK,70,BIG MOE'S LLC,32087045111,CL,TX,75154,,,
852,U,2018-11-09T00:00:00.000,A,0803161915,2018-11-09T00:00:00.000,A,2018-11-09T00:00:00.000,17102 MUESCHKE RD,CYPRESS,101,FIGMENT RANCH FOUNDATION,32068900177,CN,TX,77433,19,2018-11-09T00:00:00.000,
853,U ,2002-04-22T00:00:00.000,A ,0800076870 ,2002-04-22T00:00:00.000,A ,2002-04-22T00:00:00.000,PO BOX 112 ,HAMILTON ,97,JORDAN PHARMACY INC. ,10106726390 ,CT ,TX ,76531 ,  ,,446110 
854,U ,2002-04-24T00:00:00.000,A ,0800077501 ,2002-04-24T00:00:00.000,A ,2002-04-24T00:00:00.000,2409 BIG HORN DR ,AUSTIN ,227,"LWS GP, LLC ",10106729212 ,CL ,TX ,78734 ,  ,,561110 
855,U ,2002-04-24T00:00:00.000,A ,0800077492 ,2002-04-24T00:00:00.000,A ,2002-04-24T00:00:00.000,5326 WESTERN HILLS DR ,AUSTIN ,227,"PEW GP, LLC ",10106729337 ,CL ,TX ,78731 ,  ,,523000 
856,U ,2002-03-25T00:00:00.000,A ,0800655760 ,2006-05-17T00:00:00.000,R ,2014-12-15T00:00:00.000,2016 JUSTIN RD STE 310 ,HIGHLAND VLG ,61,"LOMONACO FAMILY CHIROPRACTIC, LP ",10106730558 ,PL ,TX ,75077 ,  ,,  
857,U,2022-11-02T00:00:00.000,A,0804793208,2022-11-02T00:00:00.000,A,2022-11-02T00:00:00.000,904 BRIDLE PATH,BURLESON,126,"RITCHEY RANCH, LLC",32087011865,CL,TX,76028,,,
858,X ,2008-01-01T00:00:00.000,A ,  ,,  ,,1100 MCCREARY RD ,WYLIE ,43,GROVES ELEMENTARY PTA ,10106733941 ,AR ,TX ,75098 ,07 ,2008-01-01T00:00:00.000,  
859,U ,2002-04-18T00:00:00.000,A ,0800075216 ,2002-04-18T00:00:00.000,R ,2004-05-27T00:00:00.000,10543 BEVIL BLVD ,KOUNTZE ,100,"SIEBEN EQUIPMENT SERVICES, INC. ",10106736837 ,CT ,TX ,77625 ,  ,,"811310
"
860,U ,2002-04-25T00:00:00.000,A ,0800078701 ,2002-04-25T00:00:00.000,A ,2002-04-25T00:00:00.000,1229 WYNDEN CT ,HOUSTON ,101,"W INTERESTS, L.L.C. ",10106740805 ,CL ,TX ,77056 ,  ,,541000 
